,index,restaurant,type,name,description
2687,2687,Chongqing Laojiumen,Seafood Dishes,19. Deep-Fried Spicy Squids with Rock Salt,Mild spicy.
2688,2688,Chongqing Laojiumen,Seafood Dishes,17. Stir-Fried Scallops with Red Chilli Sauce,Hot spicy.
2689,2689,Chongqing Laojiumen,Seafood Dishes,14. Fried Sliced Fish in Red Chilli Sauce,Medium spicy.
2690,2690,Chongqing Laojiumen,Seafood Dishes,15. Sliced Sweet-and-Sour Fish,
2691,2691,Chongqing Laojiumen,Seafood Dishes,16. Stir-Fried Scallops with Dry Red Pepper and Peanuts,Medium spicy.
2692,2692,Chongqing Laojiumen,Seafood Dishes,18. Stir-Fried Scallops with Chinese Broccoli,
2693,2693,Chongqing Laojiumen,Seafood Dishes,20. Dai Ching Prawns,Hot spicy.
2694,2694,Chongqing Laojiumen,Seafood Dishes,21. Prawns with Pepper and Peanuts,Medium spicy.
2695,2695,Chongqing Laojiumen,Seafood Dishes,22. Prawns in Black Bean Sauce,
2696,2696,Chongqing Laojiumen,Seafood Dishes,23. Deep-Fried Prawns with Sweet-and-Sour Sauce,
2697,2697,Chongqing Laojiumen,Seafood Dishes,24. Stir-Fried Prawns with Cashew Nuts,
2698,2698,Chongqing Laojiumen,Seafood Dishes,25. Stir-Fried Prawns with Snap Peas,
2699,2699,Chongqing Laojiumen,Seafood Dishes,26. Stir-Fried Prawns with Red Chilli Sauce,Hot spicy.
2700,2700,Chongqing Laojiumen,Seafood Dishes,"27. Prawns in Chilli, Sour, and Garlic Sauce with Spinach",Medium spicy.
2701,2701,Chongqing Laojiumen,Seafood Dishes,28. Deep-Fried Spicy Prawns with Rock Salt,Mild spicy.
2702,2702,Chongqing Laojiumen,Seafood Dishes,29. Prawn and Scallops in Black Bean Sauce,Mild spicy.
2703,2703,Chongqing Laojiumen,Chicken Dishes,31. Dai Ching Chicken (with Bone),Hot spicy.
2704,2704,Chongqing Laojiumen,Chicken Dishes,30. Chong Qing Chicken,Hot spicy.
2705,2705,Chongqing Laojiumen,Chicken Dishes,35. Orange Peel Chicken,Hot spicy.
2706,2706,Chongqing Laojiumen,Chicken Dishes,39. General Tso's Chicken,Medium spicy.
2707,2707,Chongqing Laojiumen,Chicken Dishes,32. Dai Ching Chicken (Boneless),Hot spicy.
2708,2708,Chongqing Laojiumen,Chicken Dishes,33. Sweet Cantonese Lemon Chicken,
2709,2709,Chongqing Laojiumen,Chicken Dishes,34. Peppering Chicken,Medium spicy.
2710,2710,Chongqing Laojiumen,Chicken Dishes,36. Diced Chicken with Cashew Nuts,
2711,2711,Chongqing Laojiumen,Chicken Dishes,"37. Diced Chicken in Chilli, Sour, and Garlic Sauce","Medium spicy. Diced chicken in chilli, sour, and garlic sauce with spinach."
2712,2712,Chongqing Laojiumen,Chicken Dishes,38. Sweet-and-Sour Chicken,
2713,2713,Chongqing Laojiumen,Chicken Dishes,40. Sliced Chicken with Pineapple and Ginger,
2714,2714,Chongqing Laojiumen,Chicken Dishes,41. Chicken with Green Pepper and Onion,Chicken with green pepper and onion in black bean sauce.
2715,2715,Chongqing Laojiumen,Duck Dishes,47. Sliced Duck with Plum Sauce,Six crepes with sliced duck and plum sauce.
2716,2716,Chongqing Laojiumen,Duck Dishes,46. Sliced Duck with Pineapple and Ginger,
2717,2717,Chongqing Laojiumen,Duck Dishes,42. Peking Duck - One Course,One course with duck skin and crepes.
2718,2718,Chongqing Laojiumen,Duck Dishes,43. Peking Duck - Two Courses,"Two courses with duck skin, crepes, and lettuce wraps."
2719,2719,Chongqing Laojiumen,Duck Dishes,44. Peking Duck - Three Courses,"Three courses with duck skin, crepes, lettuce wrap, and soup."
2720,2720,Chongqing Laojiumen,Duck Dishes,45. Cantonese Barbeque Duck,
2721,2721,Chongqing Laojiumen,Pork Dishes,"54. Shredded Pork with Eggplant in Chilli, Sour, and Garlic Sauce",Spicy.
2722,2722,Chongqing Laojiumen,Pork Dishes,48. Deep-Fried Spicy Spare Ribs,Mild spicy.
2723,2723,Chongqing Laojiumen,Pork Dishes,49. Sweet-and-Sour Spare Ribs,
2724,2724,Chongqing Laojiumen,Pork Dishes,50. Honey Garlic Spare Ribs,
2725,2725,Chongqing Laojiumen,Pork Dishes,51. Honey Garlic Sliced Pork,
2726,2726,Chongqing Laojiumen,Pork Dishes,52. Sweet-and-Sour Pork,
2727,2727,Chongqing Laojiumen,Pork Dishes,"53. Shredded Pork in Chilli, Sour, and Garlic Sauce",Mild spicy.
2728,2728,Chongqing Laojiumen,Beef Dishes,58. Chong Qing Beef,Hot spicy.
2729,2729,Chongqing Laojiumen,Beef Dishes,62. Honey Garlic Beef,
2730,2730,Chongqing Laojiumen,Beef Dishes,59. Orange Peel Beef,Hot spicy.
2731,2731,Chongqing Laojiumen,Beef Dishes,60. Mongolian Beef,Medium spicy.
2732,2732,Chongqing Laojiumen,Beef Dishes,61. Hot-and-Sweet Ginger Beef,Hot spicy.
2733,2733,Chongqing Laojiumen,Beef Dishes,63. Beef with Oyster Sauce,
2734,2734,Chongqing Laojiumen,Beef Dishes,64. Beef with Green Onion,
2735,2735,Chongqing Laojiumen,Beef Dishes,65. Beef with Chinese Broccoli,
2736,2736,Chongqing Laojiumen,Beef Dishes,66. Beef with Canadian Broccoli,
2737,2737,Chongqing Laojiumen,Beef Dishes,67. Beef with Green Pepper and Onion in Black Bean Sauce,
2738,2738,Chongqing Laojiumen,Beef Dishes,"68. Shredded Beef in Chilli, Sour, and Garlic Sauce","Medium spicy. Shredded beef in chilli, sour, and garlic sauce with spinach."
2739,2739,Chongqing Laojiumen,Beef Dishes,69. Stir-Fried Beef with Pineapple,
2740,2740,Chongqing Laojiumen,Beef Dishes,70. Peppering Beef,Medium spicy.
2741,2741,Chongqing Laojiumen,Tofu Dishes,71. Fried Tofu Szechuan-Style with Shrimp,Medium spicy.
2742,2742,Chongqing Laojiumen,Tofu Dishes,72. Braised Tofu with Minced Pork,Medium Spicy.
2743,2743,Chongqing Laojiumen,Tofu Dishes,73. Fried Deluxe Tofu with Seafood and Meat,
2744,2744,Chongqing Laojiumen,Tofu Dishes,74. Fried Tofu with Mixed Vegetables,
2745,2745,Chongqing Laojiumen,Tofu Dishes,75. Fried Tofu with Spinach,
2746,2746,Chongqing Laojiumen,Tofu Dishes,76. Dai Ching Tofu,Medium spicy.
2747,2747,Chongqing Laojiumen,Tofu Dishes,77. Fried Tofu with Meat Sauce,
2748,2748,Chongqing Laojiumen,Tofu Dishes,78. Deep-Fried Spicy Tofu,Medium spicy.
2749,2749,Chongqing Laojiumen,Tofu Dishes,79. Deep-Fried Tofu with Black Bean Sauce,
2750,2750,Chongqing Laojiumen,Egg Foo Yung,55. Egg Foo Yung with Shrimp,
2751,2751,Chongqing Laojiumen,Egg Foo Yung,56. Egg Foo Yung with Bean Sprouts,
2752,2752,Chongqing Laojiumen,Egg Foo Yung,57. Egg Foo Yung with Mushroom,
2753,2753,Chongqing Laojiumen,Fried Rice,87. Chong Qing Deluxe Fried Rice with BBQ Pork and Shrimp,
2754,2754,Chongqing Laojiumen,Fried Rice,88. Fried Rice with Shredded Chicken,
2755,2755,Chongqing Laojiumen,Fried Rice,89. Fried Rice with BBQ Pork,
2756,2756,Chongqing Laojiumen,Fried Rice,90. Fried Rice with Shrimp,
2757,2757,Chongqing Laojiumen,Fried Rice,91. Vegetable Fried Rice with Eggs,
2758,2758,Chongqing Laojiumen,Fried Rice,92. Fried Rice with Beef,
2759,2759,Chongqing Laojiumen,Fried Rice,93. Szechuan Fried Rice with Chicken and Shrimp,Mild spicy.
2760,2760,Chongqing Laojiumen,Fried Rice,94. Fried Rice with Seafood,
2761,2761,Chongqing Laojiumen,Fried Rice,95. Steamed Rice,
2762,2762,Chongqing Laojiumen,Noodles,103. Sliced Chicken with Broccoli Chow Mein,
2763,2763,Chongqing Laojiumen,Noodles,96. Chong Qing Chow Mein with Meat and Seafood,Pan-fried noodles.
2764,2764,Chongqing Laojiumen,Noodles,97. Prawns Chow Mein,Pan-fried noodles.
2765,2765,Chongqing Laojiumen,Noodles,98. Shredded Pork Chow Mein,Pan-fried noodles.
2766,2766,Chongqing Laojiumen,Noodles,99. Shredded Chicken Chow Mein,Pan-fried noodles.
2767,2767,Chongqing Laojiumen,Noodles,100. Beef Chow Mein,Pan-fried noodles.
2768,2768,Chongqing Laojiumen,Noodles,101. Shanghai Chow Mein with Shredded Pork,
2769,2769,Chongqing Laojiumen,Noodles,102. Sliced Beef with Broccoli Chow Mein,
2770,2770,Chongqing Laojiumen,Noodles,104. Bean Sprout Chow Mein,
2771,2771,Chongqing Laojiumen,Noodles,105. Deluxe Mixed Vegetable Chow Mein,Pan-fried noodles.
2772,2772,Chongqing Laojiumen,Noodles,106. Seafood Chow Mein,Pan-fried noodles.
2773,2773,Chongqing Laojiumen,Noodles,107. Rice Noodles with Beef in Black Bean Sauce,
2774,2774,Chongqing Laojiumen,Noodles,108. Singapore-Style Fried Vermicelli,Mild and spicy. Singapore-style fried vermicelli with barbeque pork and shrimp.
2775,2775,Chongqing Laojiumen,Noodles,109. Shredded Pork with Rice Cake,
2776,2776,Chongqing Laojiumen,Noodles,111. Pan-Fried Soft Plain Noodles with Soy Sauce,
2777,2777,Chongqing Laojiumen,Chef's Specials,31. Dai Ching Chicken (with Bone),Hot spicy.
2778,2778,Chongqing Laojiumen,Chef's Specials,19. Deep-Fried Spicy Squids with Rock Salt,Mild spicy.
2779,2779,Chongqing Laojiumen,Chef's Specials,39. General Tso's Chicken,Medium spicy.
2780,2780,Chongqing Laojiumen,Chef's Specials,1. Lettuce Wrap,"Lettuce wrap with your choice of beef, chicken, duck, pork, or vegetables."
2781,2781,Chongqing Laojiumen,Chef's Specials,3. Spicy Wonton with Chilli and Peanut Sauce,Mild spicy.
2782,2782,Chongqing Laojiumen,Chef's Specials,8. Hot-and-Sour Soup with Chicken and Shrimp,Medium spicy.
2783,2783,Chongqing Laojiumen,Chef's Specials,9. Vegetable Hot-and-Sour Soup,Medium spicy.
2784,2784,Chongqing Laojiumen,Chef's Specials,10. Chicken Corn Soup,
2785,2785,Chongqing Laojiumen,Chef's Specials,14. Fried Sliced Fish in Red Chilli Sauce,Medium spicy.
2786,2786,Chongqing Laojiumen,Chef's Specials,32. Dai Ching Chicken (Boneless),Hot spicy.
2787,2787,Chongqing Laojiumen,Chef's Specials,"37. Diced Chicken in Chilli, Sour, and Garlic Sauce","Medium spicy. Diced chicken in chilli, sour, and garlic sauce with spinach."
2788,2788,Chongqing Laojiumen,Chef's Specials,50. Honey Garlic Spare Ribs,
2789,2789,Chongqing Laojiumen,Chef's Specials,51. Honey Garlic Sliced Pork,
2790,2790,Chongqing Laojiumen,Chef's Specials,52. Sweet-and-Sour Pork,
2791,2791,Chongqing Laojiumen,Chef's Specials,61. Hot-and-Sweet Ginger Beef,Hot spicy.
2792,2792,Chongqing Laojiumen,Chef's Specials,66. Beef with Canadian Broccoli,
2793,2793,Chongqing Laojiumen,Chef's Specials,80. Stir-Fried Deluxe Mixed Vegetables,
2794,2794,Chongqing Laojiumen,Chef's Specials,82. Fried Green Bean Szechuan-Style,Medium spicy.
2795,2795,Chongqing Laojiumen,Chef's Specials,87. Chong Qing Deluxe Fried Rice with BBQ Pork and Shrimp,
2796,2796,Chongqing Laojiumen,Chef's Specials,93. Szechuan Fried Rice with Chicken and Shrimp,Mild spicy.
2797,2797,Chongqing Laojiumen,Chef's Specials,99. Shredded Chicken Chow Mein,Pan-fried noodles.
2798,2798,Chongqing Laojiumen,Chef's Specials,108. Singapore-Style Fried Vermicelli,Mild and spicy. Singapore-style fried vermicelli with barbeque pork and shrimp.
2799,2799,Chongqing Laojiumen,Chef's Specials,116. Tan Tan Noodles (Hot),Medium spicy.
2800,2800,Chongqing Laojiumen,Pastry,120. Pan-Fried Pork Dumplings (8 pcs),One order comes with eight pork dumplings.
2801,2801,Chongqing Laojiumen,Pastry,121. Fried Green Onion Cake (2 pcs),One order comes with two green onion cakes.
2802,2802,Chongqing Laojiumen,Pastry,122. Fried Sliced Roll (1 pc),One order comes with one fried and sliced roll.
2803,2803,Chongqing Laojiumen,Beverages,Pop (Can),Choose from a selection of canned pop flavours.
2804,2804,Chongqing Laojiumen,Beverages,Soda Water (Can),
2805,2805,Chongqing Laojiumen,Beverages,Bottled Water (591 ml),
2806,2806,Chongqing Laojiumen,Beverages,Iced Tea (Can),
2807,2807,Atlantis Authentic Greek Cuisine,Greek Dishes,Beef Souvlaki dinner,
2808,2808,Atlantis Authentic Greek Cuisine,Appetizers,Kalamari appetizer,with Tzatziki.
2809,2809,Atlantis Authentic Greek Cuisine,Appetizers,Spanakopita appetizer,Vegetarian dish. with Tzatziki.
2810,2810,Atlantis Authentic Greek Cuisine,Appetizers,Tzatziki appetizer,Vegetarian dish. with 2 Pitas
2811,2811,Atlantis Authentic Greek Cuisine,Appetizers,Hummus appetizer,Vegetarian dish. with 2 Pita.
2812,2812,Atlantis Authentic Greek Cuisine,Appetizers,Chicken Wings,"Hot, Honey Garlic, or Teriyaki."
2813,2813,Atlantis Authentic Greek Cuisine,Appetizers,Chicken Strips,with Fries.
2814,2814,Atlantis Authentic Greek Cuisine,Appetizers,Beef Meatballs appetizer,"with Meat sauce (Beef ), or Plain. 4 pieces"
2815,2815,Atlantis Authentic Greek Cuisine,Appetizers,Garlic Prawns (6) appetizer,
2816,2816,Atlantis Authentic Greek Cuisine,Appetizers,Deep-Fried Zucchini,Vegetarian dish. with Tzatziki.
2817,2817,Atlantis Authentic Greek Cuisine,Beverage,Pop Cans,variety available.
2818,2818,Atlantis Authentic Greek Cuisine,Dessert,Ekmek,Creamy Custard Dessert.
2819,2819,Atlantis Authentic Greek Cuisine,Dessert,Baklava,contains Nuts.
2820,2820,Atlantis Authentic Greek Cuisine,Greek dishes,Chicken Souvlaki dinner,
2821,2821,Atlantis Authentic Greek Cuisine,Greek dishes,Chicken Breast,
2822,2822,Atlantis Authentic Greek Cuisine,Greek Dishes,Kalamari meal,
2823,2823,Atlantis Authentic Greek Cuisine,Greek Dishes,Prawn Souvlaki dinner,
2824,2824,Atlantis Authentic Greek Cuisine,Greek Dishes,Garlic Prawns meal,Served in Garlic Butter Wine Sauce.
2825,2825,Atlantis Authentic Greek Cuisine,Salads,Greek Salad,Vegetarian dish.
2826,2826,Atlantis Authentic Greek Cuisine,Salads,Chicken Greek Salad,large size only
2827,2827,Atlantis Authentic Greek Cuisine,Salads,Prawn Caesar Salad,large size only
2828,2828,Atlantis Authentic Greek Cuisine,Salads,Caesar Salad,Vegetarian dish.
2829,2829,Atlantis Authentic Greek Cuisine,Salads,Chicken Caesar Salad,large size only
2830,2830,Atlantis Authentic Greek Cuisine,Skewers,Chicken Skewer  large(meat only),
2831,2831,Atlantis Authentic Greek Cuisine,Skewers,Lamb Skewer large (meat only),
2832,2832,Atlantis Authentic Greek Cuisine,Skewers,Beef Skewer large(meat only),
2833,2833,Atlantis Authentic Greek Cuisine,Skewers,Prawn Skewer large (prawns only),
2834,2834,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,1-3 Toppings Pizza (Medium),
2835,2835,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,1-3 Toppings Pizza (Small),
2836,2836,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,4-6 Toppings Pizza (Small),
2837,2837,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,4-6 Toppings Pizza (Medium),
2838,2838,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,4-6 Toppings Pizza (Large),
2839,2839,Atlantis Authentic Greek Cuisine,Create Your Own Pizza,1-3 Toppings Pizza (Large),
2840,2840,Atlantis Authentic Greek Cuisine,Greek Dishes,Roast Lamb,
2841,2841,Atlantis Authentic Greek Cuisine,Greek Dishes,Lamb Souvlaki dinner,
2842,2842,Atlantis Authentic Greek Cuisine,Greek Dishes,Lamb Chops,
2843,2843,Atlantis Authentic Greek Cuisine,Pasta,Lasagna,
2844,2844,Atlantis Authentic Greek Cuisine,Pasta,Tortellini,stuffed with Cheese.
2845,2845,Atlantis Authentic Greek Cuisine,Pasta,Penne,
2846,2846,Atlantis Authentic Greek Cuisine,Greek Dishes,Greek Pork Ribs,Grilled with Herbs.
2847,2847,Atlantis Authentic Greek Cuisine,Wraps,Chicken Wrap,with Fries or Salad.
2848,2848,Atlantis Authentic Greek Cuisine,Wraps,Chicken Wrap Meal,"with Greek Salad, Rice & Potato."
2849,2849,Atlantis Authentic Greek Cuisine,Wraps,Beef Wrap,with Fries or Salad.
2850,2850,Atlantis Authentic Greek Cuisine,Wraps,Beef Wrap Meal,"with Greek Salad, Rice & Potato."
2851,2851,Atlantis Authentic Greek Cuisine,Greek Platter,Greek Platter,"Chicken Souvlaki, Lamb Souvlaki, Meatballs (4), Moussaka, Spanakopita, Potatoes (2), Rice, Greek Salad (2), Tzatziki, Hummus & Pita (2)."
2852,2852,Atlantis Authentic Greek Cuisine,BBQ Ribs,BBQ Pork Ribs,baked with BBQ Sauce.
2853,2853,Atlantis Authentic Greek Cuisine,Vegetarian,Spanakopita Meal,"Vegetarian dish. Spinach Pie, Feta & Eggs served with Greek Salad, Rice, Potato, Tzatziki & Pita."
2854,2854,Atlantis Authentic Greek Cuisine,Vegetarian,Vegetarian Meal,"Vegetarian dish. Greek Salad, Rice, Potato, Tzatziki & Pita."
2855,2855,Atlantis Authentic Greek Cuisine,Specialty Pizza,Vegetarian specialty,"Vegetarian dish. Mushroom, Green Pepper, Onion, Fresh Tomato, Pineapple & Olives."
2856,2856,Atlantis Authentic Greek Cuisine,Specialty Pizza,Ten Rich Toppings,". Salami, Pepperoni, Ham, Mushroom, Shrimp, Olives, Onion & Green Pepper."
2857,2857,Atlantis Authentic Greek Cuisine,Specialty Pizza,Greek Style," Feta, Fresh Tomato, Onion, Olives, Green Pepper & Lean Beef."
2858,2858,Atlantis Authentic Greek Cuisine,Specialty Pizza,#4 pizza cheese,cheese only
2859,2859,Atlantis Authentic Greek Cuisine,Specialty Pizza,Mediterranean,"Vegetarian dish.  Spinach, Sun-Dried Tomato, Garlic, Artichoke Hearts, Olives & Feta."
2860,2860,Atlantis Authentic Greek Cuisine,Specialty Pizza,#20 Pizza,Ham & Pineapple.
2861,2861,Atlantis Authentic Greek Cuisine,Specialty Pizza,All Meat,"Pepperoni, Salami, Ham, Spiced Lean Beef & Bacon."
2862,2862,Atlantis Authentic Greek Cuisine,Specialty Pizza,#9 Pizza,"Pepperoni, Mushroom & Green Pepper."
2863,2863,Atlantis Authentic Greek Cuisine,Specialty Pizza,#21 Pizza,"Pepperoni, Mushroom, Ham & Green Pepper."
2864,2864,Atlantis Authentic Greek Cuisine,Specialty Pizza,Hot & Spicy,"Pepperoni, Capicola, Onion & Jalapeño Pepper."
2865,2865,Atlantis Authentic Greek Cuisine,Specialty Pizza,#24 Pizza,"Salami, Pepperoni, Ham, Olives & Green Pepper."
2866,2866,Atlantis Authentic Greek Cuisine,Specialty Pizza,#8 Pizza,"Salami, Pepperoni, Mushroom & Green Pepper."
2867,2867,Atlantis Authentic Greek Cuisine,Specialty Pizza,Spinach Delight,"Vegetarian dish. Spinach, Tomato, Onion, Mushroom & Feta."
2868,2868,Atlantis Authentic Greek Cuisine,Specialty Pizza,#11 Pizza,"Salami, Pepperoni, Ham, Mushroom & Green Pepper."
2869,2869,Atlantis Authentic Greek Cuisine,Specialty Pizza,#18 Pizza,"Capicola, Onion & Mushroom."
2870,2870,Atlantis Authentic Greek Cuisine,Soups,Chicken-Lemon Soup," (Made With Lemon, Chicken & Rice)."
2871,2871,Atlantis Authentic Greek Cuisine,Soups,Lentil Soup,Vegetarian dish.
2872,2872,Atlantis Authentic Greek Cuisine,Sides,Tzatziki-small,
2873,2873,Atlantis Authentic Greek Cuisine,Sides,Pita,
2874,2874,Atlantis Authentic Greek Cuisine,Sides,Potatoes,4 pieces
2875,2875,Atlantis Authentic Greek Cuisine,Sides,Garlic Bread,
2876,2876,Atlantis Authentic Greek Cuisine,Sides,Greek Salad-dinner size,
2877,2877,Atlantis Authentic Greek Cuisine,Sides,Hummus-small ,
2878,2878,Atlantis Authentic Greek Cuisine,Sides,Rice,
2879,2879,Atlantis Authentic Greek Cuisine,Sides,Fries,
2880,2880,Kinka Izakaya,Aburi Sushi Platter,Aburi Platter,"6 pcs aburi salmon hako, 8 pcs black mentaiko roll, and 6 pcs chef ' s choice aburi nigiri."
2881,2881,Kinka Izakaya,Aburi Sushi Platter,7 pcs Aburi Sushi Collection,Chef ' s choice of 4 pcs aburi nigiri and 3 pcs aburi hakozushi.
2882,2882,Kinka Izakaya,Aburi Sushi Platter,Aburi Hakozushi Platter,"Complete set of our 4 signature aburi hakozushi platter (aburi salmon, aburi saba, aburi negi - toro, and aburi ebi)"
2883,2883,Kinka Izakaya,Aburi Sushi Platter,The Half Platter,Half Size of Aburi Hakozushi Platter (12pc)
2884,2884,Kinka Izakaya,Grill,Butter Ika Yaki,Charcoal grilled Butter Sous-vid Squid Tube
2885,2885,Kinka Izakaya,Grill,Miso Gindara,Charcoal grilled Miso Marinated Black Cod
2886,2886,Kinka Izakaya,Grill,Saba Shioyaki,Charcoal grilled pacific Mackerel with sea salt
2887,2887,Kinka Izakaya,Rice and Noodle,Mentaiko Cream Udon,"Cream sauce with marinated pollock roe, udon noodle, bacon, and onion."
2888,2888,Kinka Izakaya,Rice and Noodle,Chicken Karaage Donburi,"Rice bowl with vegetable, poached egg, and deep - fried chicken."
2889,2889,Kinka Izakaya,Rice and Noodle,Yaki Udon,Pan fried udon with black Angus beef and mixed vegetables topped with katsuobushi.
2890,2890,Kinka Izakaya,Rice and Noodle,Tofu Nasu Donduri,"An ultimate vegetable Donburi!
Simmered soft tofu and cooked eggplant along with mixed
vegetables served on rice bowl"
2891,2891,Kinka Izakaya,Teishoku,Aburi Sushi Teishoku,"3 pcs aburi salmon hakozushi, 4 pcs assorted aburi nigiri, assorted oshinko, chicken karaage, and 2 pcs kinds chef's choice of side items. Include Miso soup"
2892,2892,Kinka Izakaya,Teishoku,Grilled Black Cod Teishoku,"Charcoal grilled miso marinated Black cod with salad , rice , assorted oshinko , Chicken Karaage, and chef 's choice of side item. Include Miso soup"
2893,2893,Kinka Izakaya,Teishoku,Grilled Shime Saba Teishoku,"Charcoal grilled cured mackerel with salad, rice, assorted oshinko, Chicken Karaage, and chef ' choice of side item. Include Miso soup"
2894,2894,Kinka Izakaya,Salads,Organic Green Salad,"Simple organic greens by it self or add toppings! served with your choice of dressing yellow - onion, creamy - wasabi, goma - dare, or sweet - balsamic."
